2-cell	4-cell	8-cell	early_2-cell	ICM	mESC_rep1_merge	mESC_rep1	mESC_rep2	mESC_rep2_merge	MII_oocyte	zygote
A630075F10Rik	2.186275	0.771928	0.701054	6.394065	0.247011866666667	0.826997	0.8042415	0.115464	0.14671	7.884925	6.90572
A630076J17Rik	0	0	0	0.1724745	0	0	0	0	0	0.128629	0.152997
A630081D01Rik	0	0	0	0	0	0	0	0	0	0	0
A630091E08Rik	0	0	0	0	0.139970333333333	0	0	0	0	0	0
A630095E13Rik	12.4680855	2.794845	1.4071785	108.1564255	0.253761	0.0782118	0.064727	0	0	71.131989	77.529173
A630095N17Rik	0	0	0.0773665	0.319857	1.81528333333333	0	0	0	0	0	0.750931
A730004F24Rik	0	0	0	0	0.034979	0	0	0	0	0.2328535	0.118135
A730011C13Rik	0.0674915	0	0.17799115	0.2078307	0.754146333333333	0	0	0	0	0	0.0859456
A730013G03Rik	0.0531495	0	0	0.1930795	0	0	0	0	0	0	0
A730015C16Rik	0.709143	0.197846	0	0.45862	0.105126333333333	0	0	0	0	0	0.6017035
A730017C20Rik	0.20495005	0.0641175	0	0.7327567	0.0749639333333333	1.20028	1.204325	0	0	0.7922251	1.1840199
A730017L22Rik	1.395734	0.82176685	0.74857575	5.1101685	2.581109	0.374819	0.3923205	0.311323	0.264371	2.7580105	4.233219
A730018C14Rik	0	0.02597985	0	0	0.0306255666666667	0	0	0	0	0	0
A730020E08Rik	0.1360125	0.111869	0.26642735	0.080691	0.285036666666667	0.8281	0.685325	0	0	0	0.07191175
A730020M07Rik	0	0	0	0.0183601	0	0	0	0	0	0	0
A730032A03Rik	0.8736695	0.3757845	0.1140649	0.0972389	0.132943766666667	0.102356	0.1292095	0	0	0	0.2460361
A730035I17Rik	0	0.1408045	0.07568335	0.0280698	0.225435666666667	0.217523	0.1800195	0	0	0.0969155	0
A730036I17Rik	0.0842317	0.01559735	0.05144845	0.08088725	1.13483926666667	0	0	4.086815	4.49097	0	0.79538445
A730045E13Rik	0	0	0	0.057073	0	0	0	0	0	0	0
A730046J19Rik	0	0.0118626	0.0269167	0.071802	0.0253376666666667	0.0369709	0.04687955	0	0	0	0
A730049H05Rik	0	0	0	0	0.341413166666667	0.330539	0.3817515	0	0	0	0
A730056A06Rik	0.01431935	0	0	0	0.190526	0	0	0	0	0	0.04516935
A730060N03Rik	0	0	0	0	0	0	0	0	0	0	0
A730061H03Rik	0	0.200004	0.1684755	0.123523	0.700244	0	0	0	0	0	0
A730062M13Rik	0	0	0	0.092473	0	0	0	0	0	0	0.0511775
A730071L15Rik	1.331776	0.813672	0.558263	0.6665425	0.429480666666667	0	0	0	0	0.570181	0.5260445
A730081D07Rik	1.652915	1.54394	1.320335	1.024228	0.368734	0	0	0	0	1.2308135	0.623489
A730082K24Rik	21.014208	0.7389965	1.0641875	450.8643	5.518048	7.74292	10.6720095	1.360397	1.320949	84.3897265	446.41476
A730085K08Rik	0	0	0.01767525	0	0.0289642	0	0	0	0	0	0.179031
A730089K16Rik	0	0	0	0	0	0	0	0	0	0	0.0272834
A730090N16Rik	0.2922705	1.447961	0.5771945	0.166702	0.622508	0	0	0	0	0.205267	0.2801985
A730094K22Rik	0	0	0	0	0	0	0	0	0	0	0
A730098A19Rik	0	0	0.119558	0	0	0	0	0	0	0	0.34804
A830005F24Rik	0	0	0	0.841897	0.0752056666666667	0	0	0	0	0.273261	0.6710235
A830008E24Rik	2.6794205	0.58880605	0.306115	18.115855	2.665535	4.8164304	4.858347	5.70284	6.67304	4.0577865	6.069175
A830009L08Rik	0.0410247	0	0.053277	0	0	0	0	0	0	0	0.05482745
A830010M20Rik	1.276724	0.14814985	0.61904765	5.4565885	1.08261556666667	0	0	0	0	10.528935	4.585144
A830011K09Rik	0.078067	0	0	0.228933158	0.0576028	0.0842367	0.106468	0.269125	0.249934	0.04570645	0.02818305
A830012C17Rik	0	0	0	0	0.249599333333333	0	0	0	0	0.0592755	0.077454
A830018L16Rik	1.07459665	0.390477053932385	0.1856589	6.6180405	1.57090043333333	0.395413	0.3272385	0	0	4.903778815	5.4838585
A830019L24Rik	0.01203205	0	0	0	0.0354819	0	0	0	0	0	0
A830019P07Rik	0	0	0	0	0	0	0	0	0	0	0
A830029E22Rik	0	0	0	0	0	0	0	0	0	0	0
A830031A19Rik	0.0626805	0	0	0	0	0	0	0	0	0	0
A830035A12Rik	1.2092085	0.2355725	0	0.3970225	0.690215	5.702	4.86238	0	0	0	0
A830036E02Rik	0.85303325	0.1667225	0.10825165	3.526433	0.215532666666667	0	0	0	0	1.9534595	2.5288055
A830039N20Rik	0.04020635	0	0	0.158752	0	0	0	0	0	0	0.274879
A830052D11Rik	1.462265	0.671852	0.5908945	0.260656	0.648935666666667	0	0	1.2632085	1.16685	0.081916	0.1673185
A830073O21Rik	0.03967875	0	0.12767	0.0382823	0.0287276333333333	0	0	0	0	0	0.123296
A830080D01Rik	14.1443645	6.4660055	11.489116	1.115278062895	37.1168266666667	3.22294	3.889205092616	14.48302	14.62103	0.152847	0.5572273
A830082K12Rik	1.0163575	0.680398	0.602324	1.60480935	1.47324536666667	0.526257	0.435524	0.0982505	0.124839	1.51713135	1.59846785
A830092H15Rik	0	0	0	0.082108505	0	0	0	0	0	0	0
A930001A20Rik	0	0	0.0591335	0	0.111141	0	0	0	0	0	0.27680325
A930001C03Rik	0.207487001248055	0.17193208	0.21288385	0	0.194861333333333	0.222181	0.183874	0	0	0	0.770735
A930002H02Rik	1.521845	0.6518745	0.3736045	0.354801	4.78237	0.8949	0.8168915	1.1698615	1.28359	0.698224	2.33733
A930002H24Rik	0	0	0.226676	0.1143705	0	3.83029	3.684125	0	0	0.666455	0
A930002I21Rik	0	0	0	0	0.0484136666666667	0	0	0	0	0	0.13444
A930003A15Rik	0	0.0964775	0.2905994	0.0671545	0.0809406666666667	0.326785	0.4062815	0	0	0.297643	0
A930003O13Rik	0.15683515	0.1443	0.07395985	0.6953498	0.2307008	0	0	0	0	0.263419	0.8494315
A930004D18Rik	0.0310458	0.33318175	2.219875	0.348656	11.1734666666667	0	0	6.858	6.89323	0.04527245	1.2546906
A930004J17Rik	0.2304905	0.337073	0.33363795	0.118786	1.24544163333333	0	0	1.029727	1.06014	0	0.117243
A930005G22Rik	0	0.10788505	0	0.1370015	0.126323	0	0	0	0	0.1903155	0.374116
A930005H10Rik	2.7556492	4.291243	5.620908	3.8098759	8.5572197	1.53499	1.27034	0	0	3.019497	3.216674
A930005N03Rik	0.07935255	0	0	0.03780775	0	0.492317	0.477912	0	0	0	0
A930006I01Rik	0	0	0	0	0.0309944	0	0	0	0	0	0
A930006K02Rik	1.226705	0	0.2380045	2.316165	0.377216666666667	0.30847	0.3840235	0	0	0.85375	3.03992
A930006L05Rik	0	0.221201	0.04705465	0.02310305	0.0326855333333333	0	0	0.149533	0.189999	0	0
A930007I19Rik	0.8860808	0.5271435	0.30999765	1.1483319	0.535905	0	0	0.1610465	0.117813	0.1053678	0.7338905
A930009A15Rik	0	0	0	0.04738495	0	0	0	0	0	0	0
A930011G23Rik	0.244437	0.407139	0.18195645	0.939754	0.2101494	0	0	0	0	0.46709965	1.167197
A930012L18Rik	0.481528	0.206914	0	3.247957	0.4031962	0.155539	0.1287225	0	0	2.1305105	3.42295
A930012O16Rik	0.3248955	0.5602435	0	0.241738	2.15241666666667	0.131341	0.1086965	0	0	0	0
A930014E01Rik	0	0.3597895	0.453802	0	0.529373333333333	0	0	0	0	0	0
A930014E10Rik	12.77255	10.167605	3.0125	7.663305	0	0	0	0	0	0	0
A930015D03Rik	26.95945	20.08985	7.03253	1.806185	3.45293	6.83114	6.78843	0	0	0.083828	2.002835
A930016O22Rik	0.313162	0.676661	0.67663	0.205013	0.36886	0	0	0	0	0.09774385	0.285701
A930017K11Rik	0.0599575	0.461145	0.29118	0.051208	0.134015	0	0	0	0	0	0
A930017M01Rik	0.03156315	0	0	3.937455	0	0	0	0	0	5.4437	3.489305
A930018M24Rik	0.1449325	0	0	0.1594215	0	0	0	0	0	0	0
A930018P22Rik	0.225139	0	0	4.59947	0.403245	0.284113	0.2351285	0	0	4.25449	4.260295
A930019D19Rik	0.04638705	0	0	0	0	0	0	0	0	0	0.34863
A930024E05Rik	0.1518243	0.1780025	0.098661	0.1755764	0.061901	0.0997591	0.125953	2.03083	1.92703	0.0426767	0
A930024N18Rik	0	0	0.00644975	0.04396625	0.0226923666666667	0	0	0	0	0	0.02298795
A930028O11Rik	0.05083	0	0	0.10970545	0	0	0	0	0	0	0.063361
A930029G22Rik	1.68765	0.598886	0.453081	0.3011095	0.533898333333333	0	0	0	0	0.096588	0.283438
A930030B08Rik	0.00948555	0.01419485	0.01929845	0.03200165	0.0555018333333333	0	0	0	0	0	0.0229262
A930031H19Rik	0.069084	0	0	5.65631	0.233307333333333	0	0	0	0	1.78199	3.93119
A930032L01Rik	0	0	0	0.149764	0.0856926666666667	0	0	0	0	0	0
A930033H14Rik	0.02978275	0.0727775	0.04251405	0	0.0606232666666667	0	0	0	0	0	0
A930035D04Rik	2.215185	0.151875	0.432179	6.418645	0.178950333333333	0	0	1.321765	1.67946	8.907975	7.241985
A930036I15Rik	0	0	0	0	0	0	0	0	0	0	0
A930036K24Rik	0.0924835	0	0	0	0	0	0	0	0	0	0
A930038B10Rik	0.80335565	0.1861279	0.3412745	0.850705	0.967800566666667	0.988369	0.8636465	0	0	0.18759425	0.563436
A930041C12Rik	0.1322065	0	0.1980125	0.653043	0	0.548672	0.677225	0	0	0	0.361315
A930104D05Rik	0	0	0	0	0.0878873333333333	0	0	0	0	0.555705	0.078506
AA386476	0.1624489	0.4107545	0.10298215	0.0880585	0.061563	0	0	0	0	0.6071175	0.2658935
AA387200	0.369967	0.32302	0.383015	0	0.0656533333333333	0	0	0	0	0	0
AA413626	1.9794	0	0.450429	0.5313135	0	0	0	0	0	0	0
AA414768	1.244335	1.0925635	2.797335	0.953989	0.471840333333333	2.17662	2.151985	0	0	0	0.163183
AA415398	41.971061	8.854347	1.0445405	21.747335	1.06041333333333	0	0	0	0	18.825368	19.6258975
AA465934	118.81088	67.6054055	206.759575	13.3517775	377.14827	347.06818	366.58487	113.9105	115.342	3.207025	138.07602
AA467197	1.22912825	5.523241	15.178555	0.735568	744.530563333333	56.9157	56.09797	8.73537	9.35217	0	2.311345
AA474408	58.6551	115.536	55.2322	26.95895	77.1748666666667	40.0535	39.4197	31.51115	32.3326	39.76605	110.32895
AA543186	0.9751675	0.832158	0.4980455	0.0839065	0.243888	0.11347	0.0939065	0	0	0.098165	0
AA543401	28.94655	10.167325	3.615255	1.02885	0.161930333333333	0	0	0	0	0	0
AA545190	75.21024	3.3257765	1.3085305	869.2424	1.01015633333333	0	0	0.2403285	0.305366	659.9158	1000.55345
AA619741	3.37109	0.699808	0.705429	50.2142	0.150595333333333	0	0	0	0	152.2575	45.48445
AA623943	366.203	30.42625	53.6212	166.213	0.724896666666667	0	0	0	0	16.50225	14.217035
AA645442	0	0	0	0	0	0	0	0	0	6.3278	14.9697
AA672651	2.204245	0.1791405	0.5993025	0	0.159130333333333	0	0	0	0	0	0
AA792892	77.164337	9.886975	7.6612005	334.6216	0.86301	0	0	0	0	94.3094	330.24695
AA914427	1.2825015	0.421617	0.9862495	0.389169	0.0449043333333333	0	0	0	0	0.078523	0
AA986860	0.1044775	0	0	0.214786	1.250932	0.309423	0.337439	0	0	0	0.0734618
Aaas	13.37475	30.08515	49.3939	65.0516	58.7896	57.13	57.07375	55.5733	55.1684	53.2738	36.35835
Aacs	8.189103	35.13605	41.545575	0.6110655	7.694037	4.201948	4.48063	4.872885	4.80594	1.37045785	0.6584565
Aadac	8.681735	0.988137	0.193922	29.685945	0.689818666666667	0.9529845	0.78867815	0	0	21.16738	53.377185
Aadacl2	0	0	0	0	0.0309762333333333	0	0	0	0	0.0527755	0.1225995
Aadacl3	0.1276083	0.0511885	0.0163547	0.1701435	0.0388216	0	0	0	0	0.095577	0.0776407
Aadat	0.205906	0	0	1.5735205	0	0.8239682	0.850382454551165	0	0	0.778399	1.766236
Aaed1	1.4929	3.2687	3.893115	7.46452	11.11104	2.70993	2.91328	0	0	0.399585	1.10991
Aagab	2.07741	3.954915	4.75212	30.6514	12.9263433333333	3.35952	3.36217	7.15696	7.25754	15.56775	26.6501
Aak1	2.75406030134817	2.033036	2.8801276	3.3671119	1.87491003333333	6.140992	6.208247	0.09248165	0.0890781	3.79480095	3.639086925
Aamdc	60.00490405	23.5144680047368	24.3942830043929	10.836127552913	17.6044823333333	17.826589	16.69627	14.9775726	15.587837	3.84583	5.1727121
Aamp	21.947653	94.975977	126.8497475	62.2530848	93.834924	82.5671542	81.893667	164.210145	164.7807	75.268085	27.9057909
Aanat	0.4586155	0.0474482	0.04032065	3.411445	0	0	0	0	0	3.6345785	1.7156155
Aar2	2.049561	13.9352285	9.30323595475	1.46886	17.6686463333333	23.463653	23.7801735	32.409155	33.12818	0.368762	0.4378521
Aard	0.626962	0.4477545	0	0.106304	3.648761	0	0	3.666685	4.00932	0	0.0771905
Aars	12.5590355	23.755974	17.606472	7.02319285	29.0537743	23.3434102	23.5286853	52.0946505	52.292955	4.6310863	3.957025
Aars2	0.3890055	1.434975	1.96676	0.644966	2.06398666666667	0.425129	0.398491	2.482395	2.51467	0.3955575	0.4869635
Aarsd1	9.934892	43.3553695	61.829437	3.4563975	50.6395663333333	57.258789	57.3513385	94.55525	92.8142	1.268615	1.057854
Aasdh	16.03695505	14.4774398	12.0809795962801	12.5321263503552	14.3193849233433	0.201722	0.36522003141	5.981755	5.86924	8.101488441295	12.1866712
Aasdhppt	4.44936	12.67655	18.69785	8.86161	32.8876	59.0343	58.76285	56.95355	58.2878	13.6933	16.8487
Aass	1.0888465	0.2423465	1.1326105	18.558085	0.74778	2.34464	2.261182	0.248713	0.211581	26.446435	31.15528
Aatf	27.856651	75.322767	77.600315	6.851269	64.45191	35.6817	34.92118	70.94785	70.7096	4.48032	9.82667
Aatk	0.00651675	0	0	0.2134975	0	0	0	0	0	0	0.2087212
AB041806	0.514407	0.1739385	0.10398085	0.03827655	0.0889606	0	0	0	0	0	0.1655839
AB124611	2.417865	0.690742	0.378902	0.9519345	0.047726	0.174328	0.218986	0	0	0	0.9878433436
Abat	1.237226	1.05862	2.34959255	4.186200258204	1.4580774	0.1519609	0.1921735	2.695215	2.45014	3.15140650647295	3.332603
Abca1	0.012908365	0.08690845	0.14499625	0.4395395	1.522589	2.38916	2.414415	0	0	0.020545	0.0727947
Abca12	0.14109295	0.1431373	0.0541404	2.9534865	0.08309297	0.225558	0.23615	0.0215507	0.0280571	3.5208509	3.4821103
Abca13	1.7421704	1.0465245	0.52545755	6.1000045	0.749570666666667	0.0444444	0.03678165	0	0	17.392095	14.37029
Abca14	0.05949555	0	0.04967735	0.9288435	0.0959866666666667	0	0	0	0	0.3668455	0.6142145
Abca15	0.0274325	0	0.21227165	0.161159	0.0351402	0	0	0	0	0.321584	0.3601135
Abca16	0.340474425	0.07110303	0.24860965	0.54530855	0.180124466666667	0	0	0	0	0.7665063	1.2314165
Abca17	0.89853452085	0.7614844	0.879034	0.1654155	0.0373143333333333	0.0332822	0.0275439	0	0	0	0.0567449
Abca2	0.9105175	1.2417125	0.655083	1.066479	0.985201333333333	1.758982	1.8322965	0.0428527	0.0312328	3.3973615	0.853831
Abca3	0.809689601828005	1.41800005010416	1.967371	1.795686500285	0.7565261893044	0.8986740393889	0.91303107849965	2.9431855	3.00556	0.61667515	1.283848655907
Abca4	1.7016275	1.0211925	0.9442494	4.0458475	2.0604429	0.3940799	0.4000967	0	0	1.51334525	4.50420704
Abca5	0.9227099	1.4132695	1.118522035	0.83279855	1.32443993333333	0	0	0.12056245	0.1305472	2.5269145	2.904652
Abca6	0	0	0.01381795	0.094187	0.0678826	0	0	0	0	0.2218245	0.0110796
Abca7	0.057073073047982	0.111463914233125	0.05710673425387	0.27329594288465	0.568616573769033	0.05201245534442	0.043044792264525	0	0	0	0.02689042107375
Abca8a	0.1198091	0	0	0.0963775	0.156367796666667	0	0	0	0	0	0.445699955
Abca8b	0.1936265	0.18116	0.1992105	0.350065	0.385279333333333	0.344851	0.29554765	0.246181	0.237242	0.10220215	0.5346415
Abca9	0.15762835	0	0	1.526495	0.0438858333333333	0	0	0	0	1.66972	2.28665445
Abcb10	3.05296	3.24717	6.030835	0.847961	2.47673	3.69622	3.61311	3.803555	3.89916	0.903928	0.627148
Abcb11	0.020003700290161	0.2828861811262	0.3502840146579	0.790558046118	0.0353448317145	0	0	0	0	0.597280042527	0.32735793243985
Abcb1a	0.26944035	1.07998805	8.16725845	2.073055	0.127428866666667	1.483669	1.2988393	0	0	2.3128865	2.149269
Abcb1b	7.326542	6.376216	6.80154735	77.52652175	0.865363033333333	11.916829	11.402244	2.8331185	2.451017	219.236015	64.877625
Abcb4	0.6656813	0.3379817	0.4075014	6.40857255	0.3618164	0.21121	0.2266075	0.288951	0.363497	1.56149775	1.8798335
Abcb5	16.447257	40.34854	26.77999	5.45884	0.0311172	0	0	0	0	3.401817	4.4332655
Abcb6	4.1862698	10.815036	10.1210811	9.934889	6.058756	0.863672	0.868174	5.588051	5.546755	3.38626	5.524555
Abcb7	8.102575	11.34519	12.216375	33.38114	20.74549	4.34992	4.35154	10.472865	10.75392	28.15035	37.706635
Abcb8	1.6207917	3.7588211	3.0582795	20.80232	10.387792	1.4169318	2.1008055	9.7270768	8.851054	17.438986	9.443523
Abcb9	1.8782025	1.4339505	0.42758285	13.1688865	0.5582016	0.0918595	0.0762385	0	0	12.2270885	7.97049885
Abcc1	0.7835229	1.91771980025081	1.7667256825	1.7987053	2.12035306666667	2.70728813	2.611491	0.545036000407485	0.56167500613134	4.97731725	1.89707885154735
Abcc10	2.800019	4.76831505	2.7973023	2.09146515	0.8821437	0.0946191	0.1268605	3.2685855	2.9961021	4.79124800079217	1.147568155
Abcc12	0	0	0	0	0.0216964333333333	0.0386679	0.04902565	0	0	0	0.03004455
Abcc2	0.46088465	0.9256313	0.3373915	0.34928935	0.4121977	0.559376	0.4898529	0	0	0.0341526	0.15947345
Abcc3	3.7142275	4.8279141778	5.395687	11.5385894	0.40515069	0	0	0	0	8.88	6.8808
Abcc4	0.551565	0.229844	0.0927656	8.0470075	0.8740353	5.55292	5.536135	0.3090895	0.324022	23.58933	10.361395
Abcc5	15.35368425	16.9484145	16.4441421995	4.119558330169	24.7219533333333	3.831437	4.74196445	51.941558553271	54.8432494	4.62302018046	3.625792635
Abcc6	0.471968	0.1644881	0.08443485	1.7579162	0.193461666666667	0.0348854	0.0442414	0	0	1.3159898	1.846315
Abcc8	0.0355541	0.01324795	0.0538648	0	2.3600215	0	0	0	0	0.08075915	0
Abcc9	0.0370066	0	0.0116102	0	0.0484487666666667	0	0	0	0	0.23909	0.01892525
Abcd1	2.195492	2.3329994	3.485865	0.94865685	3.84233465	0.4305813	0.4797315	0	0	0.5191475	0.4144275
Abcd2	0.0319893	0.04029175	0.10485275	0.06539625	0.00799823333333333	0	0	0	0	0.013075	0
Abcd3	0.7954186	2.433495	3.0483815	7.70455765	23.9426027028	3.41189	3.518612	8.900866662	10.53202	5.37161	14.92574575
Abcd4	0.851337	1.93643	1.242859	3.831105	7.86001333333333	2.52844	2.534755	13.4017	12.7888	3.05372	3.528085
Abce1	37.769874	74.199056	78.489949	13.799065	94.5245366666667	73.857295	74.1955495	153.61989	155.878653	6.964465	13.347346
Abcf1	181.5211125	181.6146555	180.4954306	21.473176	34.6939796666667	20.8648	20.8645	33.55779	31.4506	70.14748	61.528956
Abcf2	99.93835	205.075	165.5515	157.8725	71.4483333333333	82.3404	81.76465	124.5725	126.189	103.6738	107.054
Abcf3	16.37145	42.867573	45.205596	80.79326	22.5982293333333	20.66623	21.306615	8.6716500361403	6.34647919	52.93795	84.09263674035
Abcg1	0.806168	1.069465	0.476397	7.561147	10.80807	3.61919	3.650105	4.36527	4.20363	14.34715	14.97715
Abcg2	1.0062725	0.6464065	0.426191	4.68502	13.1014082	33.3733571	32.5921079	52.3386315	54.958568	0.106494	1.08248455
Abcg3	0.1172588	0.06366295	0.03654165	0.713689	0.0507649	0	0	0	0	0.7095875	0.6515235
Abcg4	0.528504	1.8223055	4.11231415	0.2321945	2.18061149	0	0	0	0	0.2956415	0.0215999
Abcg5	0	0	0	0	0.352069	0.234819	0.1943335	0	0	0	0.089779
Abcg8	0.16825975	0	0	0.029038	0.0150078333333333	0	0	0	0	0.0666045	0
Abhd1	0.607863	0	0.1456795	0.7535445	1.23303299333333	4.32460686	4.4751595	0	0	0.363695	0
Abhd10	3.44994	6.98111	3.13012	11.8506225	12.8324813333333	8.79889	8.482655	3.645061	3.65635	17.98994	13.0963025
Abhd11	5.54703015	13.666825	22.290851	44.963895	62.652675	51.95205	53.058875	74.3781235	73.82153	91.5358565	36.5037865
Abhd11os	0.5647905	4.886695	19.04394	0	3.614542	12.2228	11.407085	0	0	0.226994	3.087925
Abhd12	11.359973	8.737046	2.331885	59.5714780031693	13.316203	16.96463	17.21477	2.039595	1.865514	29.479795	30.0348725
Abhd12b	0.092331	0.53729855	0.77272095	0.255931	0.0373551333333333	0	0	0	0	0.11624965	0.2136816
Abhd13	3.684892	1.9884754	1.851365	5.97227	1.15937040911833	3.41636	3.444585	3.29491000068511	3.17656	17.92754	10.090175
Abhd14a	1.0085516	0.27912620656755	0.3214415	2.0972165	6.33061866666667	27.00967	26.841433	48.936315	48.95375	2.5683205	1.5754535
Abhd14b	11.048375	1.2595891	0.3832305	0.437066315	1.86451333333333	1.96575	2.265939838	0	0	0	0.1198555
Abhd15	0.0958916	0.02045795	0	0.4655085	0.189375333333333	0	0	0	0	0.142492	0.137014
Abhd16a	4.50005241	8.365665	6.338971	32.3571555	6.03906666666667	1.745266	1.9959965	0.59953	0.761774	133.3820605	26.8068
Abhd16b	0.090204	0.1352775	0.0605985	0.0385484	0.121990333333333	0	0	0	0	0	0
Abhd17a	9.48937	36.2365355	15.892465	0.3139335	8.669734	21.3267	23.318915	7.25641	7.6182	2.343675	0.4581375
Abhd17b	11.235605	1.778308	0.2557838	16.91395	1.84255	18.1069	18.2487	0	0	19.4603	26.9074
Abhd17c	18.2528005	4.02561	3.535014	10.5618	8.19075433333333	3.30705	3.458565	4.688155	4.78266	8.20476	13.3288779
Abhd18	6.88948553597	4.7883987	5.27493425	12.691499381801	0.795365466666667	0	0	0	0	10.09357045	18.37367835
Abhd2	1.774349	1.4705145	1.2498045	5.108881	3.41313666666667	1.82388	1.8579	1.75955	1.69089	4.150438	4.8101855
Abhd3	5.8134295	10.796935	10.8661225	10.00806	1.95434533333333	0.30128	0.33665665	0.209966	0.266786	46.59805	13.0210600009231
Abhd4	9.763936	3.6796191	1.659522	267.2808215	11.4971696666667	3.59257	3.50762	0	0	169.147768	146.8574285
Abhd5	47.496936	26.403957	13.6475775	41.85393	10.071609	19.217011	19.538814	1.456155	1.09849	43.451075	47.6036455
Abhd6	138.6397	192.3529	147.1135	34.45073	6.07431366666667	0.996257	1.0700385	2.159817	2.124145	87.7859	48.86364
Abhd8	0.3559345	0.5274845	0.4416435	0.5745615	0.1976056	0.568012	0.634964	0	0	0	0.0489748
Abi1	16.2345396641253	8.7065255	10.72458046223	72.0097834407149	14.9782413513589	10.16335293827	12.1539111682068	8.86352155	6.0671272	68.7895755495	62.5820788785848
Abi2	1.92510705	1.55067605	3.2583041419	7.5059741266615	4.2253655	5.503879	5.513067	8.4493605	7.993652	2.20452190333752	4.595419085883
Abi3	0.0385715	0.089118	0	0.057165	0.0174764333333333	0.04397	0.0560655	2.603467	2.043432	0	0
Abi3bp	1.8886815	0.4817665	0.1506198	14.4593300023555	0.3138192	0	0	0	0	13.5704405	12.8970325
Abl1	4.65248795	3.75069000310604	4.1660132	3.6877496433785	4.05346	1.774908	1.743693	3.36310135	3.3435444	7.4168776	3.26531
Abl2	28.648818	8.15158	3.26828	28.6964345	0.753928	2.9164	3.310905	4.1241175	3.978783	26.3463915	31.53472545
Ablim1	4.1796294	2.2329005	2.4739948	65.05997393625	4.32220502606667	1.156895	1.262331	0.05894185	0.04298224	32.820468	51.4860088
Ablim2	2.37257354	1.3442437	0.5545574	28.2749606485	1.99858413333333	0.755918	0.8208705	0	0	43.3436300626535	15.343071181505
Ablim3	0.207794	0.15301875	0	3.320075	0.0595451333333333	0.0831376	0.0688035	0	0	1.4589425	1.5923875
Abo	1.089021	2.10713606	3.210615	0.834381	4.20539	0	0	0	0	0	0
Abr	5.6058756802	1.78184885	3.277165075	40.19820805	7.7862017	2.396332	2.4501155	13.484875	13.92746	31.60137	29.647950019625
Abra	0	0.0322029	0	0.1166205	0	0	0	2.82073	3.22875	0	0
Abracl	0.496375	0.3431805	0.93579545	0.367372	9.57834	32.6637	31.91425	37.76425	37.5773	0	0.302191
Abt1	114.0285	195.42	148.6355	31.31575	58.5259333333333	43.1434	43.9858	91.01025	90.6865	1.716625	8.701625
Abtb1	2.3004589	6.635637	5.2201695	7.1062953	10.1549003666667	8.88937	9.832176	19.016204	17.956002	7.9632535	7.1698822805
Abtb2	2.04737965	0.686743	0.26897205	0.960941	0.262892	0.0382469	0.0316527	0.04444435	0.0564718	2.001025	0.661068
AC069308.1	0	0	0	0	0	0	0	0	0	0	0
AC084391.1	0	0	0	0	0	0	0	0	0	0	0
AC099760.1	0	0	0	0	0	0	0	0	0	0	0
AC099934.1	9.64195	0.674345	0	0	0	0	0	0	0	0	2.53727
AC099934.2	0	0	0	0	0	0	0	0	0	0	0
AC117232.1	6.1929	3.72216	4.79406	0	3.7881	0	0	0	0	0	0
AC117240.1	0	0	0	0	0	0	0	0	0	0	0
AC121821.1	0	0	1.668775	0	0	19.2109	23.6905	0	0	0	4.958845
AC122546.1	0	3.74783	0	3.37888	0	0	0	0	0	0	0
AC122844.1	0	0	0	0	0	0	0	0	0	0	0
AC122844.3	0.36355	0.1094025	0	2.34271	0.083085	0	0	0	0	2.25537	0.798638
AC124193.1	0	0	0	0	0	0	0	0	0	0	0
AC124457.1	47.82531	43.0796	49.31035	2.305115	24.1191333333333	0	0	0	0	0	0
AC124613.1	0	0	0	0	0	0	0	0	0	0	0
AC125099.1	1.894275	0.620425	0	0	0.446973333333333	0	0	3.63808	0	0	0
AC125099.2	1.894275	0.620425	0	0	0.446973333333333	0	0	3.63808	0	0	0
AC125167.1	0	0	0	0	0	0	0	0	0	0	0
AC133189.1	0	0	0	0	0	0	0	0	0	0	0
AC136146.1	0	0	0	0	0	0	0	0	0	0	0
AC137678.1	0	0	0	0	0	0	0	0	0	0	0
AC139131.1	0	0.0059798	0.003119655	0.6191706	0.053067	0.204811	0.2060705	0	0	1.3608215	0.337584
AC139186.1	5.29685	14.06145	12.59302	2.24129	0	0	0	0	0	0	0
AC145392.1	0	0	0	0	0	0	0	0	0	0	0
AC147560.1	0	0	0	0	0	0	0	0	0	0	0
AC149057.2	0	0	0	0	0	0	0	6.66086	5.65372	0	0
AC151286.1	0	0	0	0	0	0	0	0	0	0	0
AC151602.13	14.29635	3.7364	3.220335	0.187536	1.92935333333333	0	0	0	0	0	0.293452
AC151602.15	10.0426000119172	12.019193	17.3336615	4.806165	1.29408633333333	1.397333	1.368806	0.597955	0.759772	0.1921895	0.1242395
AC151967.1	0	0	0	0	1.1601	0	0	0	0	0	0
AC153872.1	0	0	0	0	0	0	0	0	0	0	0
AC154296.1	2.932375	12.26421	24.75375	4.24404	18.3098666666667	7.28464	11.79337	0	0	0	0
AC154540.1	7.1097	0	8.96475	3.594665	0	0	0	44.50515	31.6718	0	3.403575
AC155839.1	0	0	0	0.0487601	0	0	0	0	0	0	0
AC156953.1	0	0	0	0	0	0	0	0	0	0	0
AC157602.1	0	0	0	0	0	0	0	0	0	0	0
